Q05175	Rattus norvegicus	Metazoa	220	False	4	0
O13855	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	455	False	5	0
Q6UPE1	Rattus norvegicus	Metazoa	616	False	3	0
O02219	Caenorhabditis elegans	Metazoa	453	False	2	0
Q8W234	Arabidopsis thaliana	Viridiplantae	877	False	3	0
A1ZAW0	Drosophila melanogaster	Metazoa	1722	False	3	0
Q9Y6A4	Homo sapiens	Metazoa	193	False	2	0
Q93062	Homo sapiens	Metazoa	196	False	2	0
Q01453	Homo sapiens	Metazoa	160	True	1	0
Q6ZWQ0	Mus musculus	Metazoa	6874	False	3	0
Q9Y7M6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	217	False	5	0
Q811D2	Mus musculus	Metazoa	1581	False	2	0
Q94K73	Arabidopsis thaliana	Viridiplantae	429	False	4	0
Q9BQ83	Homo sapiens	Metazoa	275	False	1	0
P36141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	False	5	0
G5ED47	Caenorhabditis elegans	Metazoa	413	False	3	0
Q61624	Mus musculus	Metazoa	794	False	2	0
O94621	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	365	False	5	0
P53307	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113	False	5	0
Q9SI64	Arabidopsis thaliana	Viridiplantae	702	False	2	0
Q9UNN5	Homo sapiens	Metazoa	650	False	1	0
Q9STF2	Arabidopsis thaliana	Viridiplantae	510	False	4	0
D4A7U2	Rattus norvegicus	Metazoa	587	False	4	0
P40007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	231	False	5	0
Q867Z4	Drosophila melanogaster	Metazoa	970	False	2	0
O54931	Mus musculus	Metazoa	1089	False	4	0
F4I9G2	Arabidopsis thaliana	Viridiplantae	426	False	3	0
Q7FAD5	Oryza sativa subsp. japonica	Viridiplantae	869	False	4	0
Q9JL04	Mus musculus	Metazoa	1578	False	4	0
Q95T19	Drosophila melanogaster	Metazoa	464	False	4	0
Q12040	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	230	False	5	0
Q8N4E7	Homo sapiens	Metazoa	242	False	1	0
P42356	Homo sapiens	Metazoa	2102	False	1	0
P0DH90	Arabidopsis thaliana	Viridiplantae	609	False	5	0
P97813	Mus musculus	Metazoa	933	False	3	0
Q9P7H8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1679	False	5	0
Q01831	Homo sapiens	Metazoa	940	False	1	0
E9AGH7	Leishmania infantum	Other	365	False	5	0
P32807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	602	False	3	0
Q02959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	697	False	2	0
Q8BK30	Mus musculus	Metazoa	104	False	5	0
Q9H211	Homo sapiens	Metazoa	546	False	1	0
Q13950	Homo sapiens	Metazoa	521	False	1	0
Q8NBF2	Homo sapiens	Metazoa	726	False	1	0
Q9UDR5	Homo sapiens	Metazoa	926	False	1	0
Q7S5N0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	364	False	5	0
Q84JU6	Arabidopsis thaliana	Viridiplantae	927	False	3	0
Q9FGQ9	Arabidopsis thaliana	Viridiplantae	177	False	3	0
O94358	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	845	False	5	0
Q3E7A4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	109	False	3	0
Q9D011	Mus musculus	Metazoa	178	False	5	0
Q6L8Q7	Homo sapiens	Metazoa	609	False	1	0
Q9LU05	Arabidopsis thaliana	Viridiplantae	168	False	3	0
P20084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	86	False	4	0
Q9UT31	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241	False	5	0
Q9USX4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	108	False	5	0
O75943	Homo sapiens	Metazoa	681	False	1	0
Q8NI27	Homo sapiens	Metazoa	1593	False	1	0
Q6NL34	Drosophila melanogaster	Metazoa	543	False	5	0
P49773	Homo sapiens	Metazoa	126	False	1	0
Q7FZF1	Arabidopsis thaliana	Viridiplantae	203	False	3	0
P36543	Homo sapiens	Metazoa	226	False	1	0
O08608	Mus musculus	Metazoa	189	False	2	0
P25451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	205	False	3	0
Q54T86	Dictyostelium discoideum	Other	568	False	4	0
Q08B36	Xenopus laevis	Metazoa	374	False	4	0
Q8CJ67	Mus musculus	Metazoa	570	False	3	0
O13563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156	False	3	0
P38989	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1170	False	3	0
A2AIV2	Mus musculus	Metazoa	1811	False	3	0
Q8TDG4	Homo sapiens	Metazoa	1101	False	1	0
Q8N684	Homo sapiens	Metazoa	471	False	1	0
E9Q7G0	Mus musculus	Metazoa	2094	False	3	0
Q9UTM0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	249	False	5	0
Q6KCD5	Mus musculus	Metazoa	2798	False	3	0
P53226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	547	False	3	0
O13788	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	527	False	4	0
A2ARP9	Mus musculus	Metazoa	588	False	4	0
Q12373	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385	False	2	0
Q91YT0	Mus musculus	Metazoa	464	False	3	0
P32198	Rattus norvegicus	Metazoa	773	True	3	0
P20436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146	False	2	0
P53507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	60	True	3	0
P10664	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362	False	3	0
P82929	Bos taurus	Metazoa	218	False	5	0
Q9UT23	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834	False	4	0
P40995	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	872	False	4	0
O45952	Caenorhabditis elegans	Metazoa	249	False	4	0
Q8IW03	Homo sapiens	Metazoa	269	False	4	0
Q5VWQ8	Homo sapiens	Metazoa	1189	False	1	0
A0A509AER3	Plasmodium berghei (strain Anka)	Other	247	False	5	0
O23166	Arabidopsis thaliana	Viridiplantae	261	False	4	0
Q53F19	Homo sapiens	Metazoa	620	False	1	0
P40505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327	False	2	0
P40344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310	False	2	0
Q9JM80	Rattus norvegicus	Metazoa	424	False	4	0
P52756	Homo sapiens	Metazoa	815	False	1	0
Q15849	Homo sapiens	Metazoa	920	False	1	0
Q6IN84	Homo sapiens	Metazoa	353	False	1	0
Q3E840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	82	False	3	0
P33447	Trypanosoma cruzi	Other	416	False	5	0
O80386	Arabidopsis thaliana	Viridiplantae	1058	False	4	0
O04209	Arabidopsis thaliana	Viridiplantae	258	False	3	0
Q8BZ97	Mus musculus	Metazoa	688	False	3	0
Q13495	Homo sapiens	Metazoa	774	False	1	0
O74381	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	467	False	5	0
Q08357	Homo sapiens	Metazoa	652	True	1	0
Q9NR83	Homo sapiens	Metazoa	387	False	1	0
A6NDU8	Homo sapiens	Metazoa	294	False	4	0
O74433	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	67	True	5	0
Q9UQ35	Homo sapiens	Metazoa	2752	False	1	0
Q9VVA8	Drosophila melanogaster	Metazoa	78	True	4	0
P41002	Homo sapiens	Metazoa	786	False	2	0
Q9LN09	Arabidopsis thaliana	Viridiplantae	206	False	2	0
P53004	Homo sapiens	Metazoa	296	False	1	0
A0A076FFM5	Ocimum basilicum	Viridiplantae	523	False	4	0
O75127	Homo sapiens	Metazoa	700	False	1	0
P19973	Mus musculus	Metazoa	330	False	3	0
Q8IYL3	Homo sapiens	Metazoa	243	False	5	0
Q8N3Z6	Homo sapiens	Metazoa	543	False	1	0
Q5VWP2	Homo sapiens	Metazoa	391	False	2	0
Q99NF1	Mus musculus	Metazoa	532	False	2	0
P19536	Mus musculus	Metazoa	128	False	5	0
Q9DBU6	Mus musculus	Metazoa	334	False	5	0
Q56A73	Homo sapiens	Metazoa	249	False	1	0
Q15436	Homo sapiens	Metazoa	765	False	1	0
O49929	Pisum sativum	Viridiplantae	213	False	5	0
Q6UFS5	Danio rerio	Metazoa	563	False	4	0
P59648	Mus musculus	Metazoa	80	True	4	0
Q9VRP5	Drosophila melanogaster	Metazoa	1038	False	3	0
Q9P212	Homo sapiens	Metazoa	2302	False	1	0
Q6UXY1	Homo sapiens	Metazoa	529	False	2	0
O88484	Rattus norvegicus	Metazoa	530	False	2	0
Q9BRA0	Homo sapiens	Metazoa	125	False	1	0
Q04705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352	True	4	0
P53064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	558	False	3	0
Q9SJ12	Arabidopsis thaliana	Viridiplantae	240	False	4	0
O43502	Homo sapiens	Metazoa	376	False	1	0
Q43715	Pisum sativum	Viridiplantae	809	False	4	0
Q08492	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	214	False	3	0
Q9H814	Homo sapiens	Metazoa	394	False	2	0
P42695	Homo sapiens	Metazoa	1498	False	1	0
P46970	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1048	False	5	0
Q86WB7	Homo sapiens	Metazoa	457	True	1	0
P33759	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307	False	4	0
Q96MT3	Homo sapiens	Metazoa	831	False	1	0
P43596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	787	False	4	0
O24164	Nicotiana tabacum	Viridiplantae	504	False	4	0
Q9SZH4	Arabidopsis thaliana	Viridiplantae	495	False	2	0
P20000	Bos taurus	Metazoa	520	False	2	0
Q923W1	Mus musculus	Metazoa	853	False	3	0
Q54HC6	Dictyostelium discoideum	Other	1460	False	3	0
P46995	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	733	False	2	0
Q7YQK4	Oryctolagus cuniculus	Metazoa	503	True	4	0
O43482	Homo sapiens	Metazoa	229	False	1	0
P29147	Rattus norvegicus	Metazoa	343	False	3	0
Q54SM3	Dictyostelium discoideum	Other	179	False	4	0
Q9C6I6	Arabidopsis thaliana	Viridiplantae	363	False	4	0
Q96330	Arabidopsis thaliana	Viridiplantae	336	False	3	0
Q8N6L0	Homo sapiens	Metazoa	562	False	1	0
Q9CQ29	Mus musculus	Metazoa	239	False	4	0
P32524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280	False	3	0
Q96JP5	Homo sapiens	Metazoa	570	False	1	0
Q9JJN6	Mus musculus	Metazoa	81	False	3	0
Q18593	Caenorhabditis elegans	Metazoa	329	True	3	0
Q84JG2	Arabidopsis thaliana	Viridiplantae	469	False	3	0
P33897	Homo sapiens	Metazoa	745	False	1	0
Q6LA53	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	346	False	5	0
Q1K6Q3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236	False	5	0
O43008	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300	False	5	0
Q8BP40	Mus musculus	Metazoa	418	False	4	0
P54256	Rattus norvegicus	Metazoa	629	False	4	0
Q04401	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	False	2	0
Q9SLD2	Arabidopsis thaliana	Viridiplantae	520	False	4	0
P22798	Spinacia oleracea	Viridiplantae	271	False	5	0
Q96MH2	Homo sapiens	Metazoa	286	False	1	0
A0A0U2X0E4	Mycosarcoma maydis	Fungi	443	False	5	0
P33339	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1025	False	2	0
O43052	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1150	False	4	0
P40342	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146	False	5	0
O23174	Arabidopsis thaliana	Viridiplantae	536	False	2	0
C0HMD7	Homo sapiens	Metazoa	151	False	5	0
Q9Y5Q9	Homo sapiens	Metazoa	886	False	1	0
Q86WB0	Homo sapiens	Metazoa	502	False	1	0
Q6ZWK4	Homo sapiens	Metazoa	172	True	1	0
Q10173	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	441	False	4	0
P01880	Homo sapiens	Metazoa	430	False	1	0
A1Z830	Drosophila melanogaster	Metazoa	485	False	5	0
Q8VYU8	Arabidopsis thaliana	Viridiplantae	396	False	3	0
Q8IWV7	Homo sapiens	Metazoa	1749	False	1	0
O43078	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	660	False	5	0
P36151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352	False	5	0
Q19541	Caenorhabditis elegans	Metazoa	169	False	3	0
Q9SR62	Arabidopsis thaliana	Viridiplantae	309	False	2	0
Q9USG8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1188	False	4	0
Q9YHY6	Xenopus laevis	Metazoa	1364	False	4	0
Q9QZR8	Rattus norvegicus	Metazoa	2766	False	3	0
O64973	Arabidopsis thaliana	Viridiplantae	889	False	3	0
Q8MIR0	Sus scrofa	Metazoa	373	False	5	0
P49919	Mus musculus	Metazoa	348	False	2	0
Q8RXH2	Arabidopsis thaliana	Viridiplantae	716	False	5	0
Q80WL1	Rattus norvegicus	Metazoa	549	False	4	0
O81851	Arabidopsis thaliana	Viridiplantae	304	False	2	0
Q9H5V7	Homo sapiens	Metazoa	419	False	1	0
P48268	Chlamydomonas reinhardtii	Viridiplantae	82	True	5	0
P24919	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	273	False	5	0
Q5XF07	Arabidopsis thaliana	Viridiplantae	364	False	3	0
Q09967	Caenorhabditis elegans	Metazoa	551	False	4	0
Q5SFM8	Mus musculus	Metazoa	1060	False	5	0
Q9P7C8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	214	False	5	0
Q8RXA7	Arabidopsis thaliana	Viridiplantae	1187	False	4	0
Q9BX79	Homo sapiens	Metazoa	667	True	1	0
P40692	Homo sapiens	Metazoa	756	False	1	0
Q9HCJ1	Homo sapiens	Metazoa	492	True	1	0
Q9STG9	Arabidopsis thaliana	Viridiplantae	561	False	3	0
Q3LHL9	Drosophila melanogaster	Metazoa	1658	False	3	0
E3Q1H1	Trypanosoma brucei brucei	Other	147	False	3	0
A2YMU2	Oryza sativa subsp. indica	Viridiplantae	266	False	5	0
Q02038	Sus scrofa	Metazoa	704	False	4	0
Q60560	Mesocricetus auratus	Metazoa	989	False	4	0
Q9FIG9	Arabidopsis thaliana	Viridiplantae	801	False	4	0
Q9LF68	Arabidopsis thaliana	Viridiplantae	177	False	5	0
P33307	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	960	False	3	0
Q8N100	Homo sapiens	Metazoa	152	False	1	0
Q9Y3Z3	Homo sapiens	Metazoa	626	False	1	0
O74560	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	636	False	4	0
Q9V463	Drosophila melanogaster	Metazoa	1365	False	4	0
Q9MBA2	Arabidopsis thaliana	Viridiplantae	326	False	4	0
Q9SQR5	Arabidopsis thaliana	Viridiplantae	554	False	5	0
O82804	Arabidopsis thaliana	Viridiplantae	695	False	2	0
O14867	Homo sapiens	Metazoa	736	False	1	0
Q2VWA4	Homo sapiens	Metazoa	1015	False	1	0
Q04601	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	652	False	3	0
P47116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	818	False	3	0
P07247	Drosophila melanogaster	Metazoa	502	False	2	0
O02351	Antheraea polyphemus	Metazoa	525	True	5	0
Q8K2T8	Mus musculus	Metazoa	535	False	2	0
Q9W157	Drosophila melanogaster	Metazoa	971	False	2	0
Q01664	Homo sapiens	Metazoa	338	False	1	0
Q9WTJ4	Mus musculus	Metazoa	500	False	5	0
P51795	Homo sapiens	Metazoa	816	False	2	0
O55035	Rattus norvegicus	Metazoa	752	False	3	0
Q5BVD1	Homo sapiens	Metazoa	217	True	1	0
Q8CIV7	Mus musculus	Metazoa	274	False	2	0
P36552	Mus musculus	Metazoa	443	False	2	0
Q9CAQ2	Arabidopsis thaliana	Viridiplantae	114	False	5	0
Q8VYD2	Arabidopsis thaliana	Viridiplantae	386	False	4	0
Q9GZT6	Homo sapiens	Metazoa	254	False	4	0
Q05812	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	728	False	5	0
P57742	Arabidopsis thaliana	Viridiplantae	151	False	3	0
Q9FME2	Arabidopsis thaliana	Viridiplantae	460	False	3	0
Q8W4E7	Arabidopsis thaliana	Viridiplantae	598	False	3	0
A1L167	Homo sapiens	Metazoa	161	False	1	0
H2KYU6	Caenorhabditis elegans	Metazoa	529	False	3	0
Q12166	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604	False	2	0
Q07243	Mus musculus	Metazoa	675	False	3	0
P25046	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	220	False	2	0
Q6P2H3	Homo sapiens	Metazoa	762	False	2	0
Q22037	Caenorhabditis elegans	Metazoa	346	False	5	0
Q5FWH3	Mus musculus	Metazoa	603	False	2	0
Q93YU8	Arabidopsis thaliana	Viridiplantae	796	False	4	0
Q68G58	Mus musculus	Metazoa	516	False	2	0
Q8TEA8	Homo sapiens	Metazoa	209	False	1	0
A0A7P0TBJ1	Homo sapiens	Metazoa	273	False	4	0
Q07555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291	False	5	0
P25686	Homo sapiens	Metazoa	324	False	2	0
Q91Z67	Mus musculus	Metazoa	1071	False	3	0
P60002	Homo sapiens	Metazoa	83	False	1	0
Q99PQ2	Mus musculus	Metazoa	467	False	3	0
Q14209	Homo sapiens	Metazoa	437	False	1	0
Q02793	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	397	False	3	0
A8K830	Homo sapiens	Metazoa	251	False	1	0
P20143	Hordeum vulgare	Viridiplantae	143	False	5	0
P59178	Mus musculus	Metazoa	703	False	2	0
Q9VLL3	Drosophila melanogaster	Metazoa	753	False	2	0
Q9QX98	Mus musculus	Metazoa	324	False	3	0
Q0VAA5	Homo sapiens	Metazoa	305	False	5	0
Q99M04	Mus musculus	Metazoa	373	False	2	0
Q8QFX1	Gallus gallus	Metazoa	1325	False	5	0
Q1G3K8	Arabidopsis thaliana	Viridiplantae	216	False	4	0
P21620	Leishmania donovani	Other	514	False	4	0
Q6P1X5	Homo sapiens	Metazoa	1199	False	1	0
P0DKJ7	Arabidopsis thaliana	Viridiplantae	813	False	4	0
Q12359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	275	True	5	0
Q9H633	Homo sapiens	Metazoa	154	False	1	0
O54957	Mus musculus	Metazoa	242	False	4	0
O14980	Homo sapiens	Metazoa	1071	False	2	0
F4INA9	Arabidopsis thaliana	Viridiplantae	973	False	2	0
Q6IPU0	Homo sapiens	Metazoa	288	False	1	0
Q9Y7Q7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	973	False	5	0
O13826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	254	False	4	0
B5TYT3	Arabidopsis thaliana	Viridiplantae	771	True	3	0
Q8WVC0	Homo sapiens	Metazoa	666	False	1	0
Q39055	Arabidopsis thaliana	Viridiplantae	390	False	2	0
Q9D4J1	Mus musculus	Metazoa	240	False	4	0
Q24459	Drosophila melanogaster	Metazoa	1043	False	3	0
Q5MIZ7	Homo sapiens	Metazoa	849	False	2	0
Q6ZNL6	Homo sapiens	Metazoa	1462	False	2	0
O95376	Homo sapiens	Metazoa	493	False	1	0
P18263	Chlamydomonas reinhardtii	Viridiplantae	46	True	5	0
Q9USU8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	551	False	5	0
P53032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	299	False	3	0
Q9DAT5	Mus musculus	Metazoa	417	False	4	0
Q96T68	Homo sapiens	Metazoa	719	False	1	0
P38927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245	False	2	0
Q42342	Arabidopsis thaliana	Viridiplantae	134	False	4	0
P80217	Homo sapiens	Metazoa	286	False	1	0
P70279	Mus musculus	Metazoa	355	False	3	0
Q9Y2G0	Homo sapiens	Metazoa	817	False	1	0
A6NHQ2	Homo sapiens	Metazoa	334	False	1	0
Q9LUJ5	Arabidopsis thaliana	Viridiplantae	293	False	5	0
O13985	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	512	False	4	0
Q9FNQ0	Arabidopsis thaliana	Viridiplantae	625	False	2	0
P46673	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	744	False	4	0
Q6X632	Mus musculus	Metazoa	540	False	5	0
P38297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	855	False	3	0
P62847	Homo sapiens	Metazoa	133	False	1	0
Q9FNE9	Arabidopsis thaliana	Viridiplantae	349	False	2	0
Q925F4	Mus musculus	Metazoa	539	False	3	0
Q86WR6	Homo sapiens	Metazoa	236	False	5	0
Q63285	Rattus norvegicus	Metazoa	419	False	3	0
Q86UK7	Homo sapiens	Metazoa	904	False	1	0
Q01663	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	552	False	4	0
Q96HI0	Homo sapiens	Metazoa	755	False	1	0
Q03435	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203	False	2	0
Q9UGI0	Homo sapiens	Metazoa	708	False	1	0
Q9UH99	Homo sapiens	Metazoa	717	False	2	0
Q9M0Z3	Arabidopsis thaliana	Viridiplantae	776	False	4	0
Q9BZE9	Homo sapiens	Metazoa	553	False	2	0
A2IDD5	Homo sapiens	Metazoa	438	False	2	0
O60941	Homo sapiens	Metazoa	627	False	1	0
Q9P7N4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	315	False	5	0
Q02931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	896	False	3	0
Q96P16	Homo sapiens	Metazoa	312	False	1	0
Q9P7B7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295	False	5	0
Q8R2Y0	Mus musculus	Metazoa	336	False	3	0
O82289	Arabidopsis thaliana	Viridiplantae	568	False	3	0
Q60838	Mus musculus	Metazoa	736	False	2	0
Q9ER31	Rattus norvegicus	Metazoa	455	False	3	0
Q8TCY9	Homo sapiens	Metazoa	931	False	1	0
O70200	Mus musculus	Metazoa	147	False	4	0
Q8R0N6	Mus musculus	Metazoa	465	False	4	0
Q01613	Xenopus laevis	Metazoa	1420	False	5	0
Q9P790	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	316	False	5	0
Q550D5	Dictyostelium discoideum	Other	872	False	4	0
Q84VQ1	Arabidopsis thaliana	Viridiplantae	283	False	3	0
Q9LRB7	Oryza sativa subsp. japonica	Viridiplantae	325	True	3	0
Q68G30	Rattus norvegicus	Metazoa	505	False	2	0
Q8W4D0	Arabidopsis thaliana	Viridiplantae	631	False	2	0
Q7S1R6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	267	False	5	0
P38811	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	3744	False	2	0
I3W9F6	Rhizophagus irregularis	Fungi	276	True	5	0
Q24573	Drosophila melanogaster	Metazoa	911	False	2	0
Q5U458	Mus musculus	Metazoa	559	False	4	0
O97101	Dictyostelium discoideum	Other	1000	False	2	0
P52488	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	636	False	2	0
Q9CRA5	Mus musculus	Metazoa	298	False	4	0
G5EEG7	Caenorhabditis elegans	Metazoa	510	False	2	0
P36168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1195	False	4	0
Q8IVS8	Homo sapiens	Metazoa	523	False	1	0
F4JGZ1	Arabidopsis thaliana	Viridiplantae	1278	False	2	0
Q24174	Drosophila melanogaster	Metazoa	904	False	2	0
Q8IP99	Drosophila melanogaster	Metazoa	308	False	5	0
B4XT64	Oryza sativa subsp. japonica	Viridiplantae	582	False	3	0
O55003	Mus musculus	Metazoa	187	False	2	0
Q9FNC7	Arabidopsis thaliana	Viridiplantae	717	False	3	0
